region_id,name,solar_cf,solar_f,solar_f_adj,solar_s_net_pct,solar_s_tot_pct,solar_converged,solar_s_seasonal_pct,solar_s_diurnal_pct,solar_s_tot_liion_pct,solar_s_tot_pumped_pct,solar_s_tot_h2_pct,solar_flaute_days,solar_gap30d_max,solar_trend_pct_decade,solar_trend_p,wind_cf,wind_f,wind_f_adj,wind_s_net_pct,wind_s_tot_pct,wind_converged,wind_s_seasonal_pct,wind_s_diurnal_pct,wind_s_tot_liion_pct,wind_s_tot_pumped_pct,wind_s_tot_h2_pct,wind_flaute_days,wind_gap30d_max,wind_trend_pct_decade,wind_trend_p,mix_alpha,mix_s_tot_pct,mix_f_adj,mix_s_pct_production,solar_s_pct_production,wind_s_pct_production,annual_consumption_TWh.1,state_land_km2.1,mix_solar_nameplate_GW.1,mix_wind_nameplate_GW.1,mix_capacity_TWh.1,mix_land_km2.1,mix_land_pct.1,feasible_1pct.1,mix_storage_TWh.1,mix_supply_capped_TWh.1,mix_shortfall_TWh.1,mix_storage_TWh,mix_supply_capped_TWh,mix_shortfall_TWh,annual_consumption_TWh,state_land_km2,mix_solar_nameplate_GW,mix_wind_nameplate_GW,mix_capacity_TWh,mix_land_km2,mix_land_pct,solar_land_km2,solar_land_pct,wind_land_km2,wind_land_pct,feasible_1pct,mix_storage_TWh_1pct,mix_supply_capped_TWh_1pct,mix_shortfall_TWh_1pct,feasible_oilgas2x,mix_storage_TWh_oilgas2x,mix_supply_capped_TWh_oilgas2x,mix_shortfall_TWh_oilgas2x,feasible_oilgas_all,mix_storage_TWh_oilgas_all,mix_supply_capped_TWh_oilgas_all,mix_shortfall_TWh_oilgas_all
345,Washington,0.1561,1.072,1.334,29.2958,33.2612,True,32.3604,0.9008,30.0083,30.3206,349.7917,2.75,0.809,0.4583,0.5968,0.1191,1.6848,2.0816,14.6166,17.6639,True,17.6454,0.0185,14.9785,14.7351,21.9622,16.25,0.9193,-36.587,0.0,0.0,17.6639,2.0816,8.485732129131438,24.933433283358323,8.485732129131438,88.04889469115383,174112.27434377198,0.0,175.6731222267327,1538.8965507061785,1756.731222267327,1.0089646056766737,False,,181.65412161924675,0.0,,181.65412161924675,0.0,88.04889469115383,174112.27434377198,0.0,175.6731222267327,1538.8965507061785,1756.731222267327,1.0089646056766735,2863.1986071742845,1.6444553481169901,1756.731222267327,1.0089646056766735,False,,181.65412161924675,0.0,True,15.552868709350724,,0.0,True,15.552868709350724,,0.0
347,Idaho,0.1823,1.0811,1.3165,21.2142,24.479,True,23.8461,0.6329,21.7632,22.0507,272.4386,1.75,0.7486,-0.5649,0.5968,0.132,1.4094,1.6903,11.8139,14.9843,True,12.9511,2.0332,11.7234,10.7865,23.1025,12.875,0.9266,-12.1379,0.0024,0.2,13.2487,1.5329,8.642899080174832,18.593999240410177,8.864876057504585,23.54561718923077,216253.6856592715,4.520256963829986,24.970995288066863,258.3433697266164,400.3851850083349,0.1851460629619882,True,3.119488184549617,,0.0,3.119488184549617,,0.0,23.54561718923077,216253.6856592715,4.520256963829986,24.970995288066863,258.3433697266164,400.3851850083349,0.1851460629619882,647.0217988651333,0.2991957324993658,344.1880857803788,0.15915940795694936,True,3.119488184549617,,0.0,True,3.119488184549617,,0.0,True,3.119488184549617,,0.0
348,Montana,0.1614,1.0794,1.3305,25.5589,29.2962,True,28.5055,0.7907,26.2245,26.5587,299.6545,0.875,0.7631,-0.8465,0.2517,0.2872,1.3113,1.462,7.9914,9.3629,True,8.8701,0.4929,8.0232,7.6794,11.0761,6.75,0.6606,-5.2041,0.0707,0.0,9.3629,1.462,6.404172366621067,22.018940248027057,6.404172366621067,14.285690402692309,379494.47982903774,0.0,8.301566760445743,72.72172482150471,83.01566760445743,0.0218753294229354,True,1.3375549067136785,,0.0,1.3375549067136785,,0.0,14.285690402692309,379494.47982903774,0.0,8.301566760445743,72.72172482150471,83.01566760445743,0.021875329422935477,448.11266809212486,0.11808147203985672,83.01566760445743,0.021875329422935477,True,1.3375549067136783,,0.0,True,1.3375549067136783,,0.0,True,1.3375549067136783,,0.0
351,North Dakota,0.1561,1.0375,1.2846,26.1746,29.6394,True,28.5777,1.0618,26.8232,27.1646,506.2247,1.75,0.7419,0.1744,0.7914,0.4085,1.1731,1.2861,6.278,8.2099,True,8.1499,0.06,6.484,6.3883,16.874,5.625,0.6256,3.8764,0.0219,0.05,7.2412,1.2728,5.6891891891891895,23.072863148061654,6.383562708965088,17.038755564615382,182745.4858770661,0.7929778096613832,5.757387725029854,57.38120208389524,84.00647090567799,0.0459691086225733,True,1.233810367944929,,0.0,1.233810367944929,,0.0,17.038755564615382,182745.4858770661,0.7929778096613832,5.757387725029854,57.38120208389524,84.00647090567799,0.04596910862257336,533.5529511266566,0.29196505104677695,61.2373577786306,0.033509641830400845,True,1.233810367944929,,0.0,True,1.233810367944929,,0.0,True,1.233810367944929,,0.0
353,Minnesota,0.1547,1.0336,1.27,22.7061,25.9311,True,25.0848,0.8464,23.2905,23.5977,513.9085,1.75,0.7477,0.419,0.5085,0.3195,1.1554,1.2944,17.4898,19.6029,True,19.4879,0.1151,17.4422,16.3384,41.4034,7.875,0.6908,4.9867,0.0426,0.25,10.9001,1.2224,8.91696662303665,20.41818897637795,15.144391223733004,65.94600800846153,224777.9775293319,14.871248850615157,21.601710771738635,319.5031262918192,711.7254027378915,0.3166348458869893,True,7.188180818930316,,0.0,7.188180818930316,,0.0,65.94600800846153,224777.9775293319,14.871248850615155,21.601710771738635,319.5031262918192,711.7254027378915,0.3166348458869893,2060.044288861393,0.9164795908854426,304.98750461320344,0.13568389037284795,True,7.188180818930316,,0.0,True,7.188180818930316,,0.0,True,7.188180818930316,,0.0
355,Michigan,0.1572,1.0519,1.2916,23.4278,26.6552,True,25.8777,0.7775,23.9815,24.2177,424.4853,1.875,0.7651,0.248,0.9297,0.3383,1.233,1.391,16.3048,18.5176,True,18.1996,0.318,16.5557,16.2456,26.8295,8.875,0.7269,-8.7859,0.0009,0.3,8.2008,1.2738,6.438059349976448,20.637349024465777,13.312437095614667,103.38377786153848,250044.81725961616,28.68918754575528,31.10610106941483,523.8067282688901,1267.3672622193244,0.5068560412925672,True,8.478296854869047,,0.0,8.478296854869047,,0.0,103.38377786153848,250044.81725961616,28.689187545755278,31.10610106941483,523.8067282688901,1267.3672622193244,0.5068560412925672,3232.232047076771,1.2926610847209896,485.25880478608457,0.19406873139955977,True,8.478296854869047,,0.0,True,8.478296854869047,,0.0,True,8.478296854869047,,0.0
356,Ohio,0.1612,1.0448,1.2777,22.2843,24.6917,True,23.7864,0.9053,22.5152,22.3931,460.6327,1.875,0.7353,-0.5718,0.378,0.283,1.12,1.2966,24.711,28.738,True,28.5021,0.2358,25.453,25.8564,57.7399,13.625,0.8028,3.3119,0.1125,0.5,8.7195,1.1824,7.374407983761841,19.3251154418095,22.16412154866574,152.85828620307691,116044.28978144842,63.99621191751013,36.452965940292,879.9347980343466,2497.7367233199243,2.152399508863407,False,,83.97123157770989,68.88705462536703,,83.97123157770989,68.88705462536703,152.85828620307691,116044.28978144842,63.99621191751013,36.452965940291996,879.9347980343466,2497.7367233199243,2.152399508863407,4610.281910633892,3.9728640843221577,799.4742158014649,0.6889388674851229,False,,83.97123157770989,68.88705462536703,False,,157.86591536609458,0.0,True,13.32847826547729,,0.0
357,Pennsylvania,0.1551,1.0762,1.3152,21.6682,24.6249,True,23.6712,0.9537,22.1184,22.2267,305.6596,2.75,0.7291,-0.2616,0.86,0.2322,1.4115,1.6811,23.1736,27.3393,True,26.3233,1.016,23.7411,23.5346,38.1265,11.625,0.8551,-21.257,0.0003,0.3,11.5052,1.4293,8.049534737283984,18.723312043795623,16.262744631491287,144.2187794573077,119356.89573033058,45.51458216933174,70.93767134832538,1020.1217408146764,2226.5294524609785,1.8654384724377349,False,,110.5005094105082,33.71827004679952,,110.5005094105082,33.71827004679952,144.2187794573077,119356.89573033058,45.51458216933174,70.93767134832538,1020.1217408146763,2226.5294524609785,1.8654384724377349,4653.465058195162,3.8987819092656233,1191.925311128023,0.9986229147757022,False,,110.50050941050819,33.71827004679952,True,16.592659014122166,,0.0,True,16.592659014122166,,0.0
358,New York,0.154,1.0738,1.3107,21.0629,24.0484,True,23.2149,0.8335,21.5327,21.7158,308.079,1.875,0.7395,0.1476,0.9648,0.3068,1.2687,1.4617,20.6536,24.0459,True,23.5335,0.5124,21.1844,21.2468,36.771,9.625,0.7593,-12.7748,0.0002,0.3,12.7737,1.3396,9.53545834577486,18.34775310902572,16.450639666142163,144.60972150653845,136933.03820136876,43.07934151622462,50.45581285798582,819.3679523180833,1940.536179120679,1.41714242567743,False,,136.69704570276787,7.912675803770583,,136.69704570276787,7.912675803770583,144.60972150653845,136933.03820136876,43.07934151622462,50.45581285798582,819.3679523180833,1940.536179120679,1.4171424256774299,4683.329428794302,3.42016031361779,786.4955600234384,0.5743650840981462,False,,136.69704570276787,7.912675803770583,True,18.4720119960807,,0.0,True,18.4720119960807,,0.0
360,Vermont,0.1495,1.096,1.3462,24.0722,27.4255,True,26.8473,0.5782,24.6096,24.7717,209.5836,3.625,0.7408,-0.1922,0.9297,0.224,1.9551,2.466,18.217,20.8579,True,19.4139,1.444,18.1165,16.9542,13.9816,9.75,0.8925,-47.9311,0.0,0.4,15.4937,1.7308,8.951756413219321,20.37253008468281,8.458191403081914,5.553007269999999,24636.673633485032,2.9355522923950463,2.938828578435665,51.45957642847703,127.24002886419152,0.5164659432402139,True,0.8603662873919898,,0.0,0.8603662873919898,,0.0,5.553007269999999,24636.673633485032,2.9355522923950463,2.938828578435665,51.45957642847703,127.24002886419153,0.5164659432402139,190.27041907510068,0.7723056363278438,69.78614200006116,0.28326121877594324,True,0.8603662873919898,,0.0,True,0.8603662873919898,,0.0,True,0.8603662873919898,,0.0
361,New Hampshire,0.1524,1.0809,1.3213,21.4756,24.5722,True,23.7542,0.818,21.9659,22.1531,279.8104,2.75,0.7318,0.6249,0.8255,0.2122,1.7751,2.2283,21.8617,25.3667,True,24.2192,1.1475,22.0854,20.9126,26.1296,12.125,0.8929,-43.997,0.0,0.45,15.036,1.6011,9.39104365748548,18.59698781503065,11.383880087959431,10.8503019,24266.452895157137,5.855766089179295,5.140122668289964,96.32398551543072,246.5934296555428,1.016190667506892,False,,17.09562873147738,0.0,,17.09562873147738,0.0,10.8503019,24266.452895157137,5.855766089179295,5.140122668289964,96.32398551543072,246.59342965554282,1.016190667506892,357.9587058727033,1.4751175518698953,130.0666625984468,0.5359937159353202,False,,17.09562873147738,0.0,True,1.6314513936839998,,0.0,True,1.6314513936839998,,0.0
362,Maine,0.1477,1.0897,1.3363,22.7623,26.0161,True,25.2436,0.7725,23.2887,23.4852,244.8352,2.75,0.7464,-0.4584,0.7914,0.246,1.433,1.6857,19.1924,22.6019,True,21.6297,0.9721,19.5706,19.1844,30.414,10.375,0.808,-23.1739,0.0,0.45,13.2626,1.4255,9.303823219922837,19.4687570156402,13.408020406952602,11.730027845384615,84258.00840310543,5.815595301563159,4.267659298306081,88.32931029485452,236.52976970183275,0.2807208171480055,True,1.5557066730219802,,0.0,1.5557066730219802,,0.0,11.730027845384615,84258.00840310543,5.8155953015631585,4.267659298306081,88.32931029485452,236.52976970183275,0.28072081714800556,403.8286761749015,0.47927631311069285,91.75719242568235,0.10890026261563113,True,1.5557066730219802,,0.0,True,1.5557066730219802,,0.0,True,1.5557066730219802,,0.0
364,Arizona,0.2291,1.0306,1.237,13.0291,15.3335,True,13.25,2.0835,13.318,13.5291,500.435,1.75,0.6593,0.8181,0.0524,0.2,1.5192,1.8131,22.8283,24.059,True,24.2053,-0.1463,21.484,19.7957,26.4492,9.75,0.8275,18.4729,0.0001,0.85,15.104,1.2696,11.89666036546944,12.395715440582054,13.269538359715405,75.61405783269231,295064.9777648857,40.65923369524596,8.219144505512514,428.1745930386442,1437.499234896657,0.4871805680856127,True,11.420747295049845,,0.0,11.420747295049845,,0.0,75.61405783269231,295064.9777648857,40.65923369524596,8.219144505512514,428.1745930386442,1437.499234896657,0.4871805680856127,1553.537692310663,0.5265069762188301,782.5105494089864,0.2651993995819145,True,11.420747295049845,,0.0,True,11.420747295049845,,0.0,True,11.420747295049845,,0.0
367,California,0.2176,1.0265,1.241,17.0232,19.6879,True,18.316,1.372,17.4586,17.7532,523.1484,0.875,0.6939,0.7617,0.1583,0.1516,1.4447,1.6991,15.9841,19.1969,True,18.1599,1.037,16.2701,16.2137,28.111,13.5,0.8994,-22.4773,0.0,0.35,18.3946,1.4273,12.887690044139283,15.864544721998389,11.298275557648166,253.36953311,409742.3340477223,66.4010128722458,177.00262458821047,2132.2158641535966,3983.393341623632,0.972170315493856,True,46.60631213745206,,0.0,46.60631213745206,,0.0,253.36953311,409742.3340477223,66.4010128722458,177.00262458821047,2132.2158641535966,3983.3933416236314,0.9721703154938561,5498.47077061632,1.341933774891788,3241.679119131102,0.7911506451158028,True,46.60631213745206,,0.0,True,46.60631213745206,,0.0,True,46.60631213745206,,0.0
